party_key,encounter_key,battle_format,party_size,level_floor,level_cap,shared_party_policy,sharing_reason,ai_profile_key,trainer_item_keys,gimmick_key,runtime_status,notes
PARTY_KANTO_BOSS_GYM_01,ENC_KANTO_BOSS_GYM_01,SINGLE,6,78,80,UNIQUE_BOSS,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,EXISTING_ROM_VERIFIED,"TASK06 unique six-member design; source_size=6; fixed Lv78-80; win path A=キョジオーン(先発・削り) -> プテラ(切り札); win path B=プテラ(切り札) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_BOSS_LEAGUE_05,ENC_KANTO_BOSS_LEAGUE_05,SINGLE,6,98,100,UNIQUE_BOSS,NONE,AI_FULL_SMART,[],GIMMICK_MEGA_REQUEST,NEEDS_FINAL_CODEX_INTEGRATION,"TASK06 unique six-member design; source_size=6; fixed Lv98-100; win path A=バンギラス(先発・砂) -> ピジョット(メガ切り札); win path B=ピジョット(メガ切り札) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=MEGA; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_001,ENC_KANTO_ROUTE_001,SINGLE,6,74,78,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv74-78; win path A=ユニサス(ベガ固有の万能鋼) -> マカドゥス(地面への一度の耐性と対面操作); win path B=コーシャン(追加枠・物理ブレイカー（両刀気味の突破枠）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_002,ENC_KANTO_ROUTE_002,SINGLE,6,75,79,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv75-79; win path A=ストリンダー(特殊積み) -> タイカイデン(雨対応高速); win path B=イエッサン(追加枠・テンポ／制御（フィールド展開）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_003,ENC_KANTO_ROUTE_003,SINGLE,6,74,78,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv74-78; win path A=ユニサス(ベガ固有の万能鋼) -> マカドゥス(地面への一度の耐性と対面操作); win path B=エクスレッグ(追加枠・テンポ／制御（先発・設置）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_004,ENC_KANTO_ROUTE_004,SINGLE,6,73,77,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv73-77; win path A=セキタンザン(弱点誘発) -> イワパレス(積みエース); win path B=バサギリ(追加枠・速度操作／先制（設置兼速攻）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_005,ENC_KANTO_ROUTE_005,SINGLE,6,74,78,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv74-78; win path A=ストリンダー(キョダイマックス相当の音技エース) -> サーフゴー(特殊); win path B=メタゲラス(追加枠・物理ブレイカー＋耐久ピボット（重戦車）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_006,ENC_KANTO_ROUTE_006,SINGLE,6,73,77,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv73-77; win path A=ストリンダー(キョダイマックス相当の音技エース) -> ニドクイン(特殊崩し); win path B=カラミンゴ(追加枠・物理ブレイカー＋耐久ピボット（能力コピー）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_007,ENC_KANTO_ROUTE_007,SINGLE,6,92,96,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,"[""ITEM_KEY_HYPER_POTION""]",NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv92-96; win path A=ロトム(対面操作) -> ソウブレイズ(物理崩し); win path B=ライボルト(追加枠・テンポ／制御（切り札）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_008,ENC_KANTO_ROUTE_008,SINGLE,6,94,98,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],GIMMICK_Z_MOVE_REQUEST,NEEDS_FINAL_CODEX_INTEGRATION,"TASK06 unique six-member design; source_size=5; fixed Lv94-98; win path A=メタモン(相手エース複製) -> ヤバソチャ(回復・速度反転); win path B=ミロカロス(追加枠・テンポ／制御（耐久）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=Z_MOVE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_009,ENC_KANTO_ROUTE_009,SINGLE,6,93,97,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],GIMMICK_Z_MOVE_REQUEST,NEEDS_FINAL_CODEX_INTEGRATION,"TASK06 unique six-member design; source_size=5; fixed Lv93-97; win path A=メタモン(相手エース複製) -> フシギバナ(切り札); win path B=マスカーニャ(追加枠・テンポ／制御（高速先発）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=Z_MOVE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_010,ENC_KANTO_ROUTE_010,SINGLE,6,93,97,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],GIMMICK_Z_MOVE_REQUEST,NEEDS_FINAL_CODEX_INTEGRATION,"TASK06 unique six-member design; source_size=5; fixed Lv93-97; win path A=メタモン(相手エース複製) -> マスカーニャ(高速先発); win path B=フシギバナ(追加枠・特殊ブレイカー（切り札）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=Z_MOVE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_011,ENC_KANTO_ROUTE_011,SINGLE,6,92,96,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv92-96; win path A=ロトム(対面操作) -> バクガメス(反撃); win path B=イエッサン(追加枠・テンポ／制御（フィールド展開）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_012,ENC_KANTO_ROUTE_012,SINGLE,6,93,97,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,"[""ITEM_KEY_HYPER_POTION""]",GIMMICK_Z_MOVE_REQUEST,NEEDS_FINAL_CODEX_INTEGRATION,"TASK06 unique six-member design; source_size=5; fixed Lv93-97; win path A=メタモン(相手エース複製) -> ドレディア(物理積み); win path B=マスカーニャ(追加枠・テンポ／制御（高速先発）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=Z_MOVE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_013,ENC_KANTO_ROUTE_013,SINGLE,6,93,97,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv93-97; win path A=ロトム(対面操作) -> バクガメス(反撃); win path B=ライボルト(追加枠・テンポ／制御（切り札）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_014,ENC_KANTO_ROUTE_014,SINGLE,6,85,89,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv85-89; win path A=オオニューラ(高速崩し) -> ドオー(先発・受け); win path B=ヤバソチャ(追加枠・特殊ブレイカー（回復・速度反転）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_015,ENC_KANTO_ROUTE_015,SINGLE,6,84,88,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv84-88; win path A=オオニューラ(高速崩し) -> ヤバソチャ(回復・速度反転); win path B=ドオー(追加枠・テンポ／制御（先発・受け）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_016,ENC_KANTO_ROUTE_016,SINGLE,6,85,89,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv85-89; win path A=オオニューラ(高速崩し) -> ドオー(先発・受け); win path B=ファントマ(追加枠・特殊ブレイカー（高速特殊）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_017,ENC_KANTO_ROUTE_017,SINGLE,6,85,89,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv85-89; win path A=ドラピオン(急所崩し) -> ヤバソチャ(回復・速度反転); win path B=ドオー(追加枠・テンポ／制御（先発・受け）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_018,ENC_KANTO_ROUTE_018,SINGLE,6,85,89,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv85-89; win path A=オオニューラ(高速崩し) -> ソウブレイズ(高速化); win path B=サーフゴー(追加枠・特殊ブレイカー（特殊）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_019,ENC_KANTO_ROUTE_019,SINGLE,6,85,89,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv85-89; win path A=オオニューラ(高速崩し) -> ソウブレイズ(高速化); win path B=ヤバソチャ(追加枠・特殊ブレイカー（回復・速度反転）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_020,ENC_KANTO_ROUTE_020,SINGLE,6,84,88,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv84-88; win path A=ドラピオン(急所崩し) -> ドオー(先発・受け); win path B=ソウブレイズ(追加枠・物理ブレイカー（高速化）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_021,ENC_KANTO_ROUTE_021,SINGLE,6,85,89,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv85-89; win path A=ドラピオン(急所崩し) -> ヤバソチャ(回復・速度反転); win path B=ドオー(追加枠・テンポ／制御（先発・受け）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_022,ENC_KANTO_ROUTE_022,SINGLE,6,84,88,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv84-88; win path A=サーフゴー(特殊) -> ニドキング(特殊崩し); win path B=ブロロローム(追加枠・物理ブレイカー（物理）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_023,ENC_KANTO_ROUTE_023,SINGLE,6,85,89,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv85-89; win path A=メタグロス(切り札) -> ポリゴンZ(特殊); win path B=ニドキング(追加枠・特殊ブレイカー（特殊崩し）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_024,ENC_KANTO_ROUTE_024,SINGLE,6,83,87,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv83-87; win path A=サーフゴー(特殊) -> ブロロローム(物理); win path B=ストリンダー(追加枠・テンポ／制御（キョダイ最終切り札）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_025,ENC_KANTO_ROUTE_025,SINGLE,6,85,89,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv85-89; win path A=メタグロス(切り札) -> ニドキング(特殊崩し); win path B=ポリゴンZ(追加枠・特殊ブレイカー（特殊）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_026,ENC_KANTO_ROUTE_026,SINGLE,6,84,88,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv84-88; win path A=サーフゴー(特殊) -> ストリンダー(キョダイ最終切り札); win path B=エレキブル(追加枠・物理ブレイカー（受け出し）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_027,ENC_KANTO_ROUTE_027,SINGLE,6,85,89,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv85-89; win path A=メタグロス(切り札) -> ニドキング(特殊崩し); win path B=ミミッキュ(追加枠・物理ブレイカー（対面エース）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_028,ENC_KANTO_ROUTE_028,SINGLE,6,84,88,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv84-88; win path A=サーフゴー(特殊) -> エレキブル(受け出し); win path B=ストリンダー(追加枠・テンポ／制御（キョダイ最終切り札）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_029,ENC_KANTO_ROUTE_029,SINGLE,6,84,88,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv84-88; win path A=サーフゴー(特殊) -> ストリンダー(キョダイ最終切り札); win path B=エレキブル(追加枠・物理ブレイカー（受け出し）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_030,ENC_KANTO_ROUTE_030,SINGLE,6,84,88,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv84-88; win path A=サーフゴー(特殊) -> ファントマ(高速特殊); win path B=ポリゴンZ(追加枠・特殊ブレイカー（特殊）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_031,ENC_KANTO_ROUTE_031,SINGLE,6,85,89,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv85-89; win path A=メタグロス(切り札) -> ブーバーン(広範囲); win path B=ファントマ(追加枠・特殊ブレイカー（高速特殊）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_032,ENC_KANTO_ROUTE_032,SINGLE,6,84,88,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv84-88; win path A=ライボルト(切り札) -> デンチュラ(先発展開); win path B=ルチャブル(追加枠・テンポ／制御（高速物理）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_033,ENC_KANTO_ROUTE_033,SINGLE,6,85,89,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv85-89; win path A=プテラ(切り札) -> キョジオーン(先発・削り); win path B=イワパレス(追加枠・物理ブレイカー（積みエース）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_KANTO_ROUTE_034,ENC_KANTO_ROUTE_034,SINGLE,6,84,88,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"TASK06 unique six-member design; source_size=5; fixed Lv84-88; win path A=プテラ(切り札) -> バサギリ(設置兼速攻); win path B=キョジオーン(追加枠・テンポ／制御（先発・削り）) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
