battle_id,phase,category,trainer_name,location,battle_format,active_party_size,average_level,ace_level,ai_rank,gimmick_type,gimmick_trigger,trainer_items,reward,unlock_condition,source_url,design_note,difficulty
TPL_S4_RANGER,3～4個目,一般トレーナーテンプレート,ポケモンレンジャー,520番道路,シングル,3,34.33,36,3,なし,,すごいキズぐすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,ジャッキー戦の軽量版。,高難度標準・一般
NABARI02,本編・D・Hビル,D・H団幹部,ナバリ,アーシア島D・Hビル5F,シングル,5,35.8,37,4,テラスタル,エアームド初登場時にはがねテラスタル,すごいキズぐすり×1／なんでもなおし×1,520番道路開通／カントー渡航・試作レイド解禁,3個目バッジ取得後,https://w.atwiki.jp/altair1/pages/39.html,ユーザー案のカントー解禁基準戦。突破直後に高レベル地方へ行けるため、Lv37を次のソフトキャップ基準にする。,高難度標準
DH_RAID01_REVAVROOM,本編・D・Hビル直後,イベントレイド,暴走ブロロローム,D・Hビル反応炉,疑似協力レイド,1,38.0,38,4,ダイマックス,戦闘開始時から3ターン。HP50%で一度だけ能力低下解除,NPC研究員が1回だけ全体回復,ダイマックスバンド正式登録／けいけんアメS×3,ナバリ2回目撃破直後,https://w.atwiki.jp/altair1/pages/39.html,ストーリー通常戦にダイマックスを突然混ぜず、専用ルールで説明する縦切りイベント。,高難度標準
GYM04_HANZA,本編・4個目,ジムリーダー,ハンザ,ヒスイシティジム,シングル,5,39.4,41,4,メガシンカ,ピジョットが初めて行動可能になった時に即時発動,すごいキズぐすり×1／なんでもなおし×1,セルファバッジ／わざマシン32（トライアタック）,D・Hビル初回攻略後、ヒスイ研究所でキーストーンと選択式メガストーンを入手,https://w.atwiki.jp/altair1/pages/43.html,原作4体を維持しメガピジョットを追加。複数の積み技を整理し、ノーマルらしい汎用性と公開情報で対処できるメガ戦にする。,高難度標準
TPL_S5_ACE_TERA,4～5個目,認定トレーナーテンプレート,エリートトレーナー,オウニ・カントー交流路,シングル,3,43.33,45,4,テラスタル,デカヌチャン登場時にはがねテラ,すごいキズぐすり×1,交流BP4,4個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,テラタイプは戦闘前NPCが明示。,高難度標準・一般
TPL_S5_BLACKBELT,4～5個目,一般トレーナーテンプレート,からておう,522番道路・道場,シングル,3,42.33,44,3,なし,,すごいキズぐすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,積み技は二体にあるが役割を分ける。,高難度標準・一般
TPL_S5_DOUBLE,4～5個目,一般トレーナーテンプレート,ラブラブカップル,オウニ周辺,ダブル,4,43.0,44,3,なし,,すごいキズぐすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,ジム前のダブルAIチュートリアル。,高難度標準・一般
TPL_S5_HEX,4～5個目,一般トレーナーテンプレート,オカルトマニア,こころのやかた再訪・夜,シングル,3,42.33,44,3,なし,,すごいキズぐすり×1,賞金標準,夜限定,https://w.atwiki.jp/altair1/pages/39.html,ゴーストの物理・特殊双方を見せる。,高難度標準・一般
GYM05_MOKU_REN,本編・5個目,ジムリーダー,モク＆レン,オウニシティジム,ダブル,6,46.33,48,5,テラスタル,トゲキッス登場時、味方が生存していればひこうテラスタル,すごいキズぐすり×2,ゲンマバッジ／わざマシン02（エアスラッシュ）,4個目バッジ取得後,https://w.atwiki.jp/altair1/pages/44.html,ダブル専用AIを使用。敵陣営全体でギミックは1回のみ。原作のリーフィス・エアームド・ユレイドル・トゲキッスを中心に2体追加。,高難度標準
TPL_S6_DH_ELITE,5～6個目,認定トレーナーテンプレート,D・Hだんのかんぶほ,D・H施設,シングル,4,50.5,52,4,メガシンカ,クチート登場時に即時,かいふくのくすり×1,研究ポイント120,5個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,一般幹部候補だけがメガを使用。,高難度標準・一般
TPL_S6_DRAGON,5～6個目,一般トレーナーテンプレート,ドラゴンつかい,山岳・島部,シングル,3,50.33,52,3,なし,,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,600族は中間進化まで。,高難度標準・一般
TPL_S6_SCIENTIST,5～6個目,一般トレーナーテンプレート,けんきゅういん,ニューアイランド研究区,シングル,4,51.0,53,4,なし,,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,人工・機械系の完成形。,高難度標準・一般
TPL_S6_SWIMMER,5～6個目,一般トレーナーテンプレート,エリートスイマー,523番水道,シングル,3,50.33,52,3,なし,,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,水の高速・受け・高火力を分担。,高難度標準・一般
GYM06_SAZANKA,本編・6個目,ジムリーダー,サザンカ,カラスバシティジム,シングル,6,52.17,54,5,Zワザ,ハンタマがZ技で撃破可能、または敵側残り3体以下,すごいキズぐすり×1／なんでもなおし×1,ハダルバッジ／わざマシン30（シャドーボール）,5個目バッジ取得後,https://w.atwiki.jp/altair1/pages/45.html,ゲンガーの回避運、ハンタマの気合いハチマキを廃止。行動保証はタスキ・ばけのかわ等の明示的な仕組みに置換。,高難度標準
TPL_S7_ACE,6～7個目,認定トレーナーテンプレート,エリートトレーナー,終盤道路,シングル,4,56.25,58,4,テラスタル,イルカマン登場時にみずテラ,かいふくのくすり×1,賞金高／交流BP5,6個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,高性能新種をまとめた認定戦。,高難度標準・一般
TPL_S7_DOUBLE,6～7個目,一般トレーナーテンプレート,ふたごちゃん,終盤施設,ダブル,4,57.0,58,4,なし,,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,先発組み合わせを2通り持つダブルテンプレート。,高難度標準・一般
TPL_S7_RANGER,6～7個目,一般トレーナーテンプレート,ポケモンレンジャー,島部・海岸,シングル,4,57.5,59,4,なし,,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,フィールド対応力の高い混成。,高難度標準・一般
TPL_S7_VETERAN,6～7個目,一般トレーナーテンプレート,ベテラントレーナー,ユキユキやま麓,シングル,4,57.5,59,4,なし,,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,交代AIランク4の標準ベテラン。,高難度標準・一般
GYM07_KONAGI,本編・7個目,ジムリーダー,コナギ,ラピスラシティジム,シングル,6,57.83,60,5,メガシンカ,メタグロス初登場時に即時発動,まんたんのくすり×1／なんでもなおし×1,プリオルバッジ／わざマシン29（サイコキネシス）,6個目バッジ取得後,https://w.atwiki.jp/altair1/pages/46.html,原作5体を基礎にクエスパトラを追加。全員の無関係な広範囲技を減らし、壁・高速除去・加速・メガ物理の明確な勝ち筋を構築。,高難度標準
TPL_S8_ACE,7～8個目,認定トレーナーテンプレート,エリートトレーナー,ニューアイランド,シングル,4,62.0,64,5,テラスタル,サーフゴー登場時にはがねテラ,かいふくのくすり×1,賞金最高／交流BP6,7個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,敵のテラタイプは事前表示。,高難度標準・一般
TPL_S8_DH_SCI,7～8個目,一般トレーナーテンプレート,D・Hだんのけんきゅういん,最終研究区,シングル,4,62.25,64,5,なし,,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,D・H一般研究員の最終テンプレート。,高難度標準・一般
TPL_S8_DRAGON,7～8個目,一般トレーナーテンプレート,ドラゴンつかい,ニューアイランド洞窟,シングル,4,63.0,65,4,なし,,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,600族最終進化を初めて一般NPCへ解禁。,高難度標準・一般
TPL_S8_VETERAN,7～8個目,一般トレーナーテンプレート,ベテラントレーナー,ニューアイランド,シングル,4,62.25,64,5,なし,,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,終盤一般戦の上限。,高難度標準・一般
GYM08_MEWTWO,本編・8個目,ジムリーダー,ミュウツー,ニューアイランドジム,シングル,6,65.17,67,5,ダイマックス,リザードン初登場時。3ターン固定、ニューアイランド専用パワースポット,かいふくのくすり×2／なんでもなおし×1,ミラクバッジ／わざマシン50（だいばくはつ）,7個目バッジ取得後。D・Hビルの試作レイドでダイマックス機能を習得済み,https://w.atwiki.jp/altair1/pages/47.html,原作のボス専用強化個体5体を維持し、人工ポケモンのシルヴァディを追加。確率持ち物を撤廃し、専用会場のダイマックスで最終ジムらしさを出す。,高難度標準
TPL_S9_ACE,リーグ前,一般トレーナーテンプレート,エリートトレーナー,チャンピオンロード,シングル,5,69.6,72,5,なし,,かいふくのくすり×1,賞金最高,8個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,四天王前の構築確認。,高難度標準・一般
TPL_S9_DOUBLE,リーグ前,一般トレーナーテンプレート,エリートコンビ,チャンピオンロード分岐,ダブル,5,70.0,72,5,なし,,かいふくのくすり×1,賞金最高,8個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,速度順を途中で反転するダブル。,高難度標準・一般
TPL_S9_RANGER,リーグ前,一般トレーナーテンプレート,ポケモンレンジャー,チャンピオンロード出口,シングル,5,69.6,72,5,なし,,かいふくのくすり×1,賞金最高,8個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,地域混成の最終一般戦。,高難度標準・一般
TPL_S9_VETERAN_MEGA,リーグ前,認定トレーナーテンプレート,ベテラントレーナー,チャンピオンロード上層,シングル,5,69.8,73,5,メガシンカ,ボーマンダ登場時に即時,かいふくのくすり×1,交流BP8,8個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,メガ相手への最終予行演習。,高難度標準・一般
TPL_PG_ACE,殿堂入り後,一般トレーナーテンプレート,地方強豪,トーホク再訪道路,シングル,5,85.0,87,5,なし,,かいふくのくすり×1,賞金最高／調査ポイント30,初回殿堂入り,https://w.atwiki.jp/altair1/pages/39.html,バトルサーチャー最上位の共通テンプレート。,高難度標準・一般
TPL_PG_CERT,殿堂入り後,認定トレーナーテンプレート,ギミックマスター,カントー交流施設,シングル,5,86.0,88,5,テラスタル,最後のポケモンが相性補完テラ,かいふくのくすり×1,交流BP12,初回殿堂入り,https://w.atwiki.jp/altair1/pages/39.html,各ギミックの高難度練習用。,高難度標準・一般
TPL_PG_DH,殿堂入り後,一般トレーナーテンプレート,D・H上級研究員,D・H再調査区画,シングル,5,85.0,87,5,なし,,かいふくのくすり×1,研究ポイント50,初回殿堂入り,https://w.atwiki.jp/altair1/pages/39.html,研究施設反復戦。,高難度標準・一般
TPL_PG_DOUBLE,殿堂入り後,一般トレーナーテンプレート,ダブルのたつじん,ミラージュ前哨区,ダブル,5,85.0,87,5,なし,,かいふくのくすり×1,調査ポイント50,初回殿堂入り,https://w.atwiki.jp/altair1/pages/39.html,反復可能なダブル練習。,高難度標準・一般
GYM_R1_AMANA,殿堂入り後・再戦I,ジムリーダー再戦,アマナ,アヤメシティジム,シングル,6,86.33,89,5,なし,,かいふくのくすり×1,むしタイプ教え技解禁／BP10,初回殿堂入り,https://w.atwiki.jp/altair1/pages/40.html,ネット＋設置から二種類のエースへつなぐ。初回再戦では公式ギミックを使わず、構築理解を問う。,高難度・再戦I
GYM_R1_HANZA,殿堂入り後・再戦I,ジムリーダー再戦,ハンザ,ヒスイシティジム,シングル,6,88.17,90,5,テラスタル,ポリゴンZ登場時にゴーストテラ,かいふくのくすり×1,ノーマルタイプ教え技解禁／BP10,初回殿堂入り,https://w.atwiki.jp/altair1/pages/43.html,ノーマルの広さを活かし、サイコフィールドとテイルアーマーで先制技対策を組み込む。,高難度・再戦I
GYM_R1_KIRI,殿堂入り後・再戦I,ジムリーダー再戦,キリ,シオウシティジム,シングル,6,87.67,90,5,Zワザ,スターミーの有効打が最大となる対象へみずZ,かいふくのくすり×1,みずタイプ教え技解禁／BP10,初回殿堂入り,https://w.atwiki.jp/altair1/pages/42.html,元の広い技範囲を維持しつつ、雨・再生力・対面操作で役割を明確化。,高難度・再戦I
GYM_R1_KONAGI,殿堂入り後・再戦I,ジムリーダー再戦,コナギ,ラピスラシティジム,シングル,6,89.5,91,5,Zワザ,コーシャンが壁役または高耐久相手へエスパーZ,かいふくのくすり×1,エスパー教え技解禁／BP10,初回殿堂入り,https://w.atwiki.jp/altair1/pages/46.html,サイコフィールド、マジックミラー、トリックルームを一戦内に共存させるが、同時展開はAIで整理。,高難度・再戦I
GYM_R1_MEWTWO,殿堂入り後・再戦I,ジムリーダー再戦,ミュウツー,ニューアイランドジム,シングル,6,90.17,92,5,Zワザ,ピカチュウが登場時、相手が地面無効でなければ専用Z,かいふくのくすり×1,ボス個体研究報酬／BP15,初回殿堂入り,https://w.atwiki.jp/altair1/pages/47.html,初回の強化個体コンセプトを維持し、Zはピカチュウ一体だけ。,高難度・再戦I
GYM_R1_MOKU_REN,殿堂入り後・再戦I,ジムリーダー再戦,モク＆レン,オウニシティジム,ダブル,6,88.5,90,5,テラスタル,トゲキッスが場に出た最初の安全ターンにひこうテラ,かいふくのくすり×1,ダブル教え技I解禁／BP12,初回殿堂入り,https://w.atwiki.jp/altair1/pages/44.html,敵陣営のギミックは一回だけ。二人が別々に使用する処理は禁止。,高難度・再戦I
GYM_R1_NAGINATA,殿堂入り後・再戦I,ジムリーダー再戦,ナギナタ,ミルシティジム,シングル,6,87.17,89,5,Zワザ,ドリュウズが相手を倒せる見込み、またはHP50%以下でじめんZ,かいふくのくすり×1,じめんタイプ教え技解禁／BP10,初回殿堂入り,https://w.atwiki.jp/altair1/pages/41.html,砂を利用するが、全員を砂依存にしない。水・草への明確な回答を持つ。,高難度・再戦I
GYM_R1_SAZANKA,殿堂入り後・再戦I,ジムリーダー再戦,サザンカ,カラスバシティジム,シングル,6,89.0,90,5,Zワザ,ハンタマが残り3体以下、または確定圏でゴーストZ,かいふくのくすり×1,ゴースト教え技解禁／BP10,初回殿堂入り,https://w.atwiki.jp/altair1/pages/45.html,睡眠・道連れは一体に限定し、全員で行動不能を狙わない。,高難度・再戦I
LEAGUE_R1_GINNO,殿堂入り後・強化リーグI,強化チャンピオン,ギンノ,チャンピオンの間,シングル,6,92.17,94,5,テラスタル,ドラドーン登場時にドラゴンテラ,かいふくのくすり×2,リーグBP25／強化リーグII解禁,初回殿堂入り＋強化リーグ受付,https://w.atwiki.jp/altair1/pages/48.html,初回チャンピオンの六体を維持し、持ち物と役割を完成させる。,最高難度・リーグI
LEAGUE_R1_HOONOKI,殿堂入り後・強化リーグI,強化四天王,ホオノキ,四天王の間・電気,シングル,6,89.17,91,5,Zワザ,ゴリチュウが確定圏または最後の2体でデンキZ,かいふくのくすり×2,リーグBP15,初回殿堂入り＋強化リーグ受付,https://w.atwiki.jp/altair1/pages/48.html,電気フィールドと地面無効枠で、原作リーグの地面一貫を修正。,最高難度・リーグI
LEAGUE_R1_KANZO,殿堂入り後・強化リーグI,強化四天王,カンゾウ,四天王の間・炎,シングル,6,91.17,93,5,ダイマックス,ウルガモス登場時にダイマックス,かいふくのくすり×2,リーグBP15,初回殿堂入り＋強化リーグ受付,https://w.atwiki.jp/altair1/pages/48.html,晴れと地面無効で原作の地面一貫を修正。ダイマックスは専用会場だけ。,最高難度・リーグI
LEAGUE_R1_MIYAMA,殿堂入り後・強化リーグI,強化四天王,ミヤマ,四天王の間・毒,シングル,6,90.17,92,5,テラスタル,タテボーシ登場時にひこうテラ,かいふくのくすり×2,リーグBP15,初回殿堂入り＋強化リーグ受付,https://w.atwiki.jp/altair1/pages/48.html,毒統一のまま地面対策を増やし、タイプ一貫での単純突破を防ぐ。,最高難度・リーグI
LEAGUE_R1_YACHIYO,殿堂入り後・強化リーグI,強化四天王,ヤチヨ,四天王の間・鋼,シングル,6,90.67,93,5,メガシンカ,ルカリオ登場時に即時,かいふくのくすり×2,リーグBP15,初回殿堂入り＋強化リーグ受付,https://w.atwiki.jp/altair1/pages/48.html,両壁と地面無効を持つが、炎対策は限定し弱点を完全には消さない。,最高難度・リーグI
AREA_KAZUKI_FINAL,カントーリーグ後,エリア調査ボス,カズキ,こおりのしま・調査区画,シングル,6,96.0,98,5,メガシンカ,ユキノオー登場時に即時,かいふくのくすり×1,大量経験値／調査ポイント350,初回殿堂入り＋エリア調査再戦,https://w.atwiki.jp/altair0/pages/815.html,原作で経験値稼ぎに使われるエリア調査ボスを、雪構築の反復強敵として再設計。,高難度・反復ボス
AREA_MIDORI_FINAL,カントーリーグ後,エリア調査ボス,ミドリ,こおりのしま・調査区画,シングル,6,95.83,98,5,テラスタル,リーフィス登場時にくさテラ,かいふくのくすり×1,大量経験値／調査ポイント350,初回殿堂入り＋エリア調査再戦,https://w.atwiki.jp/altair0/pages/815.html,経験値稼ぎ用の反復戦でも、受け・対面操作・積みの学習機会を持たせる。,高難度・反復ボス
GEORGE_FINAL,カントーリーグ後,D・H団強敵最終戦,ジョージ,D・Hビル研究区画,シングル,6,96.83,99,5,テラスタル,テツノカイナ登場時にでんきテラ,かいふくのくすり×2,研究ポイント500／BP20,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,物理と特殊の両方から受けを崩すD・H研究員型。,最高難度・主要人物
JACKIE_FINAL,カントーリーグ後,レンジャー最終戦,ジャッキー,523番水道・レンジャー演習場,シングル,6,96.5,99,5,テラスタル,カラミンゴ登場時にひこうテラ,かいふくのくすり×2,レンジャー最終証／BP20,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,素早い対面操作と交代を軸にするレンジャーらしい機動戦。,最高難度・主要人物
MOSUGISU_FINAL,カントーリーグ後,レンジャー最終戦,モスギス,スフィアいせき・監視区画,シングル,6,98.17,100,5,テラスタル,ドドゲザンが最後の1体であくテラ,かいふくのくすり×2,異常生態パス／BP30,スフィアいせき深層解禁,https://w.atwiki.jp/altair1/pages/39.html,そうだいしょうを最大化するためドドゲザンを必ず最後に温存。,最高難度・主要人物
NABARI_FINAL,カントーリーグ後,D・H団幹部最終戦,ナバリ,D・Hビル最深部,シングル,6,97.33,100,5,メガシンカ,ヘルガー登場時に即時,かいふくのくすり×2,D・H研究キー／BP30,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,ナバリの原作中核を維持し、鋼・霊・悪の対面操作へ完成。,最高難度・主要人物
RIVAL_FINAL_PLAYER_ACTASHI,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,6,96.83,99,5,テラスタル,リーテイル登場時にくさテラ,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。,最高難度・主要人物
RIVAL_FINAL_PLAYER_FAMER,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,6,96.83,99,5,テラスタル,タテボーシ登場時にみずテラ,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。,最高難度・主要人物
RIVAL_FINAL_PLAYER_LEEPUN,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,6,96.83,99,5,テラスタル,ファマイン登場時にほのおテラ,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。,最高難度・主要人物
GYM_RF_AMANA,カントーリーグ後・最終再戦,ジムリーダー最終再戦,アマナ,アヤメシティジム,シングル,6,97.33,100,5,メガシンカ,ハッサム登場時に即時,かいふくのくすり×2,むしマスター証／BP25,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/40.html,設置と対面操作を経てメガハッサムへつなぐ最終版。,最高難度・最終再戦
GYM_RF_HANZA,カントーリーグ後・最終再戦,ジムリーダー最終再戦,ハンザ,ヒスイシティジム,シングル,6,97.67,100,5,メガシンカ,ガルーラ登場時に即時,かいふくのくすり×2,ノーマルマスター証／BP25,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/43.html,先制技対策と高速・低速双方の勝ち筋を持つ。,最高難度・最終再戦
GYM_RF_KIRI,カントーリーグ後・最終再戦,ジムリーダー最終再戦,キリ,シオウシティジム,シングル,6,97.5,100,5,ダイマックス,ラプラス登場時にキョダイマックス,かいふくのくすり×2,みずマスター証／BP25,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/42.html,最終再戦のみジムをパワースポット化。通常フィールドではダイマックス不可。,最高難度・最終再戦
GYM_RF_KONAGI,カントーリーグ後・最終再戦,ジムリーダー最終再戦,コナギ,ラピスラシティジム,シングル,6,97.67,100,5,メガシンカ,メタグロス登場時に即時,かいふくのくすり×2,エスパーマスター証／BP25,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/46.html,元のメタグロスを明確な最終切り札として完成させる。,最高難度・最終再戦
GYM_RF_MEWTWO,カントーリーグ後・最終再戦,ジムリーダー最終再戦,ミュウツー,ニューアイランドジム,シングル,6,97.33,100,5,メガシンカ,ミュウツー登場時にメガミュウツーY,かいふくのくすり×2,ニューアイランド最終証／BP30,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/47.html,強化御三家の系譜を維持し、最終再戦で本人が初めて出場。,最高難度・最終再戦
GYM_RF_MOKU_REN,カントーリーグ後・最終再戦,ジムリーダー最終再戦,モク＆レン,オウニシティジム,ダブル,6,97.67,100,5,Zワザ,ドレディアが高耐久相手へくさZ,かいふくのくすり×2,ダブルマスター証／BP30,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/44.html,全体技、ねこだまし、このゆび、天候・フィールドをAIランク5で管理。,最高難度・最終再戦
GYM_RF_NAGINATA,カントーリーグ後・最終再戦,ジムリーダー最終再戦,ナギナタ,ミルシティジム,シングル,6,97.33,100,5,メガシンカ,ガブリアス登場時に即時,かいふくのくすり×2,じめんマスター証／BP25,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/41.html,砂・威嚇・高速スピンを備えた完成砂構築。,最高難度・最終再戦
